<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
LKOH;60;24/04/17;130000;2912.5000000;2923.0000000;2901.0000000;2902.5000000;90658
LKOH;60;24/04/17;140000;2904.5000000;2912.0000000;2900.5000000;2908.0000000;29346
LKOH;60;24/04/17;150000;2907.0000000;2914.5000000;2905.0000000;2914.5000000;19370
LKOH;60;24/04/17;160000;2915.0000000;2924.5000000;2911.5000000;2917.0000000;114188
LKOH;60;24/04/17;170000;2917.0000000;2921.5000000;2902.5000000;2917.0000000;88373
LKOH;60;24/04/17;180000;2917.5000000;2919.0000000;2903.0000000;2910.0000000;58923
LKOH;60;24/04/17;190000;2910.5000000;2919.0000000;2906.0000000;2919.0000000;58349
LKOH;60;25/04/17;110000;2928.0000000;2928.0000000;2887.0000000;2906.5000000;114039
LKOH;60;25/04/17;120000;2906.5000000;2936.0000000;2903.0000000;2930.5000000;67941
LKOH;60;25/04/17;130000;2931.5000000;2936.0000000;2919.5000000;2929.0000000;46786
LKOH;60;25/04/17;140000;2929.0000000;2934.5000000;2916.0000000;2929.0000000;28192
LKOH;60;25/04/17;150000;2928.0000000;2935.0000000;2926.5000000;2933.0000000;22285
LKOH;60;25/04/17;160000;2932.5000000;2934.5000000;2924.0000000;2929.5000000;36781
LKOH;60;25/04/17;170000;2930.0000000;2930.5000000;2909.0000000;2922.5000000;58962
LKOH;60;25/04/17;180000;2921.5000000;2933.5000000;2918.5000000;2932.0000000;51905
LKOH;60;25/04/17;190000;2932.0000000;2957.5000000;2927.0000000;2957.0000000;163867
LKOH;60;26/04/17;110000;2962.0000000;2972.0000000;2945.0000000;2958.0000000;84490
LKOH;60;26/04/17;120000;2957.0000000;2967.0000000;2932.0000000;2941.5000000;85686
LKOH;60;26/04/17;130000;2941.5000000;2953.5000000;2933.5000000;2952.5000000;24777
LKOH;60;26/04/17;140000;2953.0000000;2953.5000000;2938.0000000;2944.5000000;21976
LKOH;60;26/04/17;150000;2945.5000000;2953.0000000;2935.0000000;2939.0000000;32209
LKOH;60;26/04/17;160000;2939.5000000;2944.5000000;2922.0000000;2943.5000000;39124
LKOH;60;26/04/17;170000;2943.5000000;2949.5000000;2937.0000000;2946.5000000;29157
LKOH;60;26/04/17;180000;2946.5000000;2974.5000000;2941.0000000;2972.0000000;81161
LKOH;60;26/04/17;190000;2972.0000000;2984.5000000;2959.0000000;2970.0000000;126599
LKOH;60;27/04/17;110000;2960.0000000;2964.5000000;2923.0000000;2932.5000000;107178
LKOH;60;27/04/17;120000;2933.0000000;2942.5000000;2906.5000000;2912.0000000;119003
LKOH;60;27/04/17;130000;2911.5000000;2921.0000000;2911.5000000;2917.5000000;36953
LKOH;60;27/04/17;140000;2917.5000000;2917.5000000;2895.0000000;2900.0000000;92833
LKOH;60;27/04/17;150000;2899.5000000;2919.5000000;2897.5000000;2910.0000000;48128
LKOH;60;27/04/17;160000;2908.0000000;2918.0000000;2900.5000000;2916.5000000;58366
LKOH;60;27/04/17;170000;2916.5000000;2923.0000000;2902.5000000;2903.0000000;68416
LKOH;60;27/04/17;180000;2903.0000000;2906.0000000;2886.5000000;2887.0000000;98531
LKOH;60;27/04/17;190000;2887.0000000;2891.5000000;2878.0000000;2885.0000000;61775
LKOH;60;28/04/17;110000;2895.0000000;2902.5000000;2862.0000000;2866.0000000;231256
LKOH;60;28/04/17;120000;2866.5000000;2870.0000000;2842.0000000;2845.5000000;186822
LKOH;60;28/04/17;130000;2845.5000000;2849.5000000;2834.0000000;2837.5000000;69835
LKOH;60;28/04/17;140000;2837.0000000;2850.5000000;2832.5000000;2846.0000000;67840
LKOH;60;28/04/17;150000;2844.0000000;2847.5000000;2834.0000000;2842.0000000;65549
LKOH;60;28/04/17;160000;2842.5000000;2845.5000000;2839.0000000;2841.0000000;43930
LKOH;60;28/04/17;170000;2841.0000000;2842.5000000;2819.0000000;2824.0000000;128942
LKOH;60;28/04/17;180000;2822.0000000;2835.5000000;2814.0000000;2834.0000000;102311
LKOH;60;28/04/17;190000;2833.5000000;2835.5000000;2818.0000000;2818.0000000;141349
