<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AFLT;60;27/06/16;120000;84.1500000;84.3300000;83.5600000;84.0100000;210600
AFLT;60;27/06/16;130000;84.0100000;84.1600000;83.9000000;83.9100000;45400
AFLT;60;27/06/16;140000;83.9100000;84.1000000;83.5500000;83.5600000;118400
AFLT;60;27/06/16;150000;83.5500000;83.5500000;83.2000000;83.2800000;407100
AFLT;60;27/06/16;160000;83.2700000;83.4000000;79.5200000;81.0500000;1509100
AFLT;60;27/06/16;170000;81.1300000;82.4700000;81.0500000;82.0100000;482000
AFLT;60;27/06/16;180000;82.0700000;82.6500000;81.0700000;82.4500000;574100
AFLT;60;27/06/16;190000;82.4700000;83.0000000;82.1200000;83.0000000;473900
AFLT;60;28/06/16;110000;83.4000000;83.5500000;82.0300000;82.6300000;259800
AFLT;60;28/06/16;120000;82.6400000;82.9400000;81.6000000;81.7100000;456600
AFLT;60;28/06/16;130000;81.7100000;81.7900000;80.8800000;81.0700000;252500
AFLT;60;28/06/16;140000;81.1100000;81.3500000;80.4300000;81.2500000;353800
AFLT;60;28/06/16;150000;81.2500000;81.8200000;81.1800000;81.7000000;129600
AFLT;60;28/06/16;160000;81.7100000;81.7500000;81.0300000;81.2500000;636800
AFLT;60;28/06/16;170000;81.3200000;81.6600000;81.1300000;81.4000000;336300
AFLT;60;28/06/16;180000;81.4000000;81.5500000;81.3000000;81.3000000;347400
AFLT;60;28/06/16;190000;81.4000000;81.4000000;81.0300000;81.2000000;132400
AFLT;60;29/06/16;110000;81.0400000;82.2500000;80.5200000;81.1400000;402200
AFLT;60;29/06/16;120000;81.2300000;81.9000000;80.7600000;81.3000000;143800
AFLT;60;29/06/16;130000;81.2100000;81.4900000;81.0300000;81.3300000;46400
AFLT;60;29/06/16;140000;81.4800000;81.6500000;81.0500000;81.4300000;266200
AFLT;60;29/06/16;150000;81.4300000;81.7800000;81.0800000;81.4200000;346900
AFLT;60;29/06/16;160000;81.4600000;81.4900000;81.1700000;81.4900000;89800
AFLT;60;29/06/16;170000;81.4900000;81.6000000;81.3800000;81.5000000;185400
AFLT;60;29/06/16;180000;81.4800000;82.6500000;81.4600000;82.5700000;731400
AFLT;60;29/06/16;190000;82.5800000;83.4200000;82.4900000;83.4100000;523500
AFLT;60;30/06/16;110000;83.4400000;84.5900000;82.5700000;84.0100000;665400
AFLT;60;30/06/16;120000;84.0600000;84.9800000;83.8600000;84.2500000;863400
AFLT;60;30/06/16;130000;84.2500000;84.8000000;84.2400000;84.5900000;202500
AFLT;60;30/06/16;140000;84.5600000;84.8700000;84.4500000;84.6800000;183900
AFLT;60;30/06/16;150000;84.6200000;84.7000000;84.4500000;84.4900000;174600
AFLT;60;30/06/16;160000;84.5300000;85.3000000;84.5100000;85.2100000;428000
AFLT;60;30/06/16;170000;85.2300000;85.8800000;84.9300000;85.8800000;429100
AFLT;60;30/06/16;180000;85.8800000;85.8800000;85.2000000;85.5700000;264400
AFLT;60;30/06/16;190000;85.5700000;85.9400000;85.4000000;85.5000000;536500
AFLT;60;01/07/16;110000;85.1100000;86.4000000;84.3200000;86.1800000;381600
AFLT;60;01/07/16;120000;86.2700000;87.1800000;85.7400000;85.9300000;741100
AFLT;60;01/07/16;130000;85.9300000;86.3000000;85.9000000;86.0300000;39000
AFLT;60;01/07/16;140000;86.0600000;86.0800000;85.7400000;86.0000000;79900
AFLT;60;01/07/16;150000;85.9900000;86.7100000;85.8200000;86.5500000;110500
AFLT;60;01/07/16;160000;86.5400000;86.7200000;86.0000000;86.0000000;75600
AFLT;60;01/07/16;170000;86.1200000;86.1700000;86.0100000;86.0100000;21100
AFLT;60;01/07/16;180000;86.0200000;86.5000000;86.0000000;86.3500000;85200
AFLT;60;01/07/16;190000;86.3500000;86.4800000;86.0100000;86.0100000;86500
AFLT;60;04/07/16;110000;86.4700000;87.4100000;86.1800000;86.1800000;288100
AFLT;60;04/07/16;120000;86.1700000;86.3900000;85.5800000;86.2500000;257700
AFLT;60;04/07/16;130000;86.2000000;86.5000000;85.7800000;86.4600000;122600
AFLT;60;04/07/16;140000;86.4600000;86.7000000;86.2100000;86.3600000;116900
AFLT;60;04/07/16;150000;86.3700000;86.4300000;86.1400000;86.3900000;37300
AFLT;60;04/07/16;160000;86.3900000;86.5600000;86.2600000;86.5000000;30700
AFLT;60;04/07/16;170000;86.4700000;86.5500000;84.9000000;85.1300000;673300
AFLT;60;04/07/16;180000;85.3000000;85.5600000;85.0400000;85.2000000;63000
AFLT;60;04/07/16;190000;85.3000000;85.3000000;85.0500000;85.1700000;114900
AFLT;60;05/07/16;110000;85.3100000;86.2700000;84.9200000;85.7700000;257200
AFLT;60;05/07/16;120000;85.7600000;85.9700000;85.6600000;85.8100000;89900
AFLT;60;05/07/16;130000;85.8100000;86.2900000;85.5500000;86.1700000;302900
AFLT;60;05/07/16;140000;86.1200000;86.1200000;85.7600000;85.9500000;85300
AFLT;60;05/07/16;150000;85.8200000;86.1800000;85.6200000;85.8300000;133600
AFLT;60;05/07/16;160000;85.7800000;85.9700000;85.7600000;85.9000000;26300
AFLT;60;05/07/16;170000;85.8000000;86.1100000;85.8000000;85.9500000;61200
AFLT;60;05/07/16;180000;85.9500000;86.4800000;85.8600000;86.4800000;201300
AFLT;60;05/07/16;190000;86.4600000;86.5000000;86.1000000;86.4800000;155400
AFLT;60;06/07/16;110000;86.5000000;86.9700000;85.8400000;86.1400000;376800
AFLT;60;06/07/16;120000;86.1400000;86.4800000;85.8900000;86.3900000;131500
AFLT;60;06/07/16;130000;86.3900000;86.4000000;86.1600000;86.1600000;65200
AFLT;60;06/07/16;140000;86.2000000;86.3000000;85.2600000;85.5700000;230400
AFLT;60;06/07/16;150000;85.5000000;85.6400000;85.3100000;85.5600000;105200
AFLT;60;06/07/16;160000;85.5000000;85.5800000;85.3500000;85.4400000;51200
AFLT;60;06/07/16;170000;85.4400000;85.4500000;85.1200000;85.4000000;321500
AFLT;60;06/07/16;180000;85.3400000;86.5900000;85.3400000;86.4000000;394300
AFLT;60;06/07/16;190000;86.4100000;86.5000000;86.0000000;86.4500000;166300
AFLT;60;07/07/16;110000;86.6000000;87.0700000;86.2800000;86.6400000;208700
AFLT;60;07/07/16;120000;86.7100000;86.7900000;86.5900000;86.5900000;87300
AFLT;60;07/07/16;130000;86.6600000;86.7300000;86.5000000;86.6000000;62800
AFLT;60;07/07/16;140000;86.6000000;86.6100000;86.2800000;86.4000000;111500
AFLT;60;07/07/16;150000;86.4100000;86.9200000;86.3400000;86.7300000;107700
AFLT;60;07/07/16;160000;86.7300000;86.8500000;86.5200000;86.6400000;56100
AFLT;60;07/07/16;170000;86.6300000;87.4400000;86.6000000;86.9300000;385300
AFLT;60;07/07/16;180000;86.8800000;86.9600000;86.6600000;86.7800000;38400
AFLT;60;07/07/16;190000;86.7800000;87.4400000;86.7400000;87.4400000;172200
AFLT;60;08/07/16;110000;86.5600000;87.2000000;86.0600000;86.9000000;323200
AFLT;60;08/07/16;120000;86.8800000;87.2300000;86.5700000;86.9200000;257200
AFLT;60;08/07/16;130000;86.8100000;87.0400000;86.7500000;87.0000000;68900
AFLT;60;08/07/16;140000;86.9500000;87.9900000;86.8000000;87.7500000;488900
AFLT;60;08/07/16;150000;87.7000000;89.7800000;87.6100000;88.7600000;567200
AFLT;60;08/07/16;160000;88.6600000;88.8100000;87.5700000;87.7500000;359500
AFLT;60;08/07/16;170000;87.7500000;88.9600000;87.7000000;88.7900000;307600
AFLT;60;08/07/16;180000;88.7900000;88.8500000;88.1200000;88.6900000;196800
AFLT;60;08/07/16;190000;88.7100000;89.0500000;88.4100000;89.0000000;280200
AFLT;60;11/07/16;110000;88.8100000;89.3300000;87.5900000;89.1100000;467000
AFLT;60;11/07/16;120000;89.0800000;89.9200000;89.0800000;89.7900000;525300
AFLT;60;11/07/16;130000;89.6900000;89.9800000;89.6000000;89.7000000;139800
AFLT;60;11/07/16;140000;89.7200000;89.9300000;88.6600000;88.8800000;197900
AFLT;60;11/07/16;150000;88.7800000;88.9900000;87.1700000;88.2200000;573500
AFLT;60;11/07/16;160000;88.2200000;88.3100000;87.7100000;87.8400000;259800
AFLT;60;11/07/16;170000;87.8400000;88.2600000;87.3000000;88.1000000;518700
AFLT;60;11/07/16;180000;88.0300000;88.6100000;87.9500000;88.5600000;351700
AFLT;60;11/07/16;190000;88.5600000;88.5800000;87.7300000;87.7300000;248400
AFLT;60;12/07/16;110000;87.8800000;89.3000000;87.6200000;89.2500000;252500
AFLT;60;12/07/16;120000;89.0900000;89.2100000;88.5300000;89.2000000;124500
AFLT;60;12/07/16;130000;89.1500000;89.1900000;88.7500000;88.8900000;67300
AFLT;60;12/07/16;140000;88.9600000;89.0000000;87.7600000;88.5200000;220100
AFLT;60;12/07/16;150000;88.5500000;89.2700000;88.5500000;89.2500000;163700
AFLT;60;12/07/16;160000;89.2500000;89.5000000;88.5900000;89.0400000;202300
AFLT;60;12/07/16;170000;89.0200000;89.5000000;88.9600000;89.3700000;89600
AFLT;60;12/07/16;180000;89.3700000;89.7800000;89.0000000;89.6700000;130300
AFLT;60;12/07/16;190000;89.6700000;89.7900000;89.2100000;89.7900000;102200
AFLT;60;13/07/16;110000;89.0100000;89.8800000;89.0000000;89.6400000;266200
AFLT;60;13/07/16;120000;89.6400000;89.8500000;89.5400000;89.7400000;129800
AFLT;60;13/07/16;130000;89.7500000;89.9500000;89.6100000;89.8800000;186600
AFLT;60;13/07/16;140000;89.8900000;90.0000000;89.8300000;89.8900000;198200
AFLT;60;13/07/16;150000;89.8900000;89.9900000;89.7500000;89.8500000;91900
AFLT;60;13/07/16;160000;89.8100000;89.8500000;89.4100000;89.8300000;209200
AFLT;60;13/07/16;170000;89.8300000;90.1000000;89.4300000;89.6000000;557000
AFLT;60;13/07/16;180000;89.6100000;90.0000000;89.3000000;89.9100000;350100
AFLT;60;13/07/16;190000;89.9700000;90.4700000;89.9700000;90.4600000;440600
AFLT;60;14/07/16;110000;90.2200000;91.3700000;90.2200000;90.5700000;408300
AFLT;60;14/07/16;120000;90.5700000;90.6200000;89.5100000;89.5100000;219400
AFLT;60;14/07/16;130000;89.5300000;89.9800000;89.5300000;89.9000000;59100
AFLT;60;14/07/16;140000;89.9000000;89.9300000;89.5500000;89.5700000;54700
AFLT;60;14/07/16;150000;89.6500000;89.6500000;88.6100000;88.7600000;311600
AFLT;60;14/07/16;160000;88.7800000;88.9000000;88.2100000;88.2500000;208900
AFLT;60;14/07/16;170000;88.2500000;89.8000000;88.1500000;89.2100000;274700
AFLT;60;14/07/16;180000;89.2000000;89.2400000;88.2100000;88.4600000;537300
AFLT;60;14/07/16;190000;88.4600000;89.0500000;87.7800000;87.7800000;759100
AFLT;60;15/07/16;110000;87.7900000;88.1100000;86.3400000;87.5700000;1734400
AFLT;60;15/07/16;120000;87.8100000;88.0500000;86.6000000;86.8300000;976500
AFLT;60;15/07/16;130000;86.8500000;87.1600000;86.7700000;86.9200000;471400
AFLT;60;15/07/16;140000;87.0600000;87.3700000;87.0000000;87.2000000;357500
AFLT;60;15/07/16;150000;87.1900000;87.4400000;86.9700000;87.3100000;405100
AFLT;60;15/07/16;160000;87.3100000;87.3500000;86.9100000;87.0900000;274600
AFLT;60;15/07/16;170000;87.1400000;87.1900000;86.8100000;87.0000000;284000
AFLT;60;15/07/16;180000;87.1000000;87.1000000;86.8100000;86.9900000;181100
AFLT;60;15/07/16;190000;87.0000000;87.2900000;86.8600000;87.1800000;259000
AFLT;60;18/07/16;110000;88.2500000;88.4800000;87.1000000;87.1000000;275100
AFLT;60;18/07/16;120000;87.1000000;87.4700000;87.0600000;87.3800000;564100
AFLT;60;18/07/16;130000;87.4000000;87.4400000;87.3300000;87.4200000;202100
AFLT;60;18/07/16;140000;87.4300000;87.4700000;87.3300000;87.3800000;58600
AFLT;60;18/07/16;150000;87.3800000;87.4200000;87.3300000;87.4200000;49200
AFLT;60;18/07/16;160000;87.3900000;87.4600000;87.2000000;87.3300000;143000
AFLT;60;18/07/16;170000;87.2600000;87.4000000;86.8100000;86.9300000;454400
AFLT;60;18/07/16;180000;86.9300000;87.3900000;86.8800000;87.2400000;308100
AFLT;60;18/07/16;190000;87.1900000;87.3900000;86.9000000;86.9000000;155700
