<TICKER>;<CLOSE>
RTSI;1464.33
RTSI;1461.22
RTSI;1461.22
RTSI;1427.22
RTSI;1425.82
RTSI;1434.67
RTSI;1437.21
RTSI;1436.87
RTSI;1436.1
RTSI;1437.11
RTSI;1442.85
RTSI;1440.5
RTSI;1439.74
RTSI;1437
RTSI;1435.29
RTSI;1437.94
RTSI;1432.32
RTSI;1431.31
RTSI;1433.27
RTSI;1431.55
RTSI;1431.05
RTSI;1431.04
RTSI;1431.46
RTSI;1431.5
RTSI;1430.25
RTSI;1429.58
RTSI;1430.98
RTSI;1433.12
RTSI;1432.19
RTSI;1431.42
RTSI;1430.43
RTSI;1431.85
RTSI;1432.55
RTSI;1433.35
RTSI;1431.19
RTSI;1430.86
RTSI;1428.98
RTSI;1428.47
RTSI;1428.72
RTSI;1430.09
RTSI;1429.64
RTSI;1429.46
RTSI;1428.35
RTSI;1428.01
RTSI;1426.37
RTSI;1429.17
RTSI;1429.99
RTSI;1430.85
RTSI;1428.84
RTSI;1427.62
RTSI;1427.02
RTSI;1426.45
RTSI;1426.8
RTSI;1427.03
RTSI;1426.62
RTSI;1427.25
RTSI;1428.15
RTSI;1426.47
RTSI;1426.54
RTSI;1423.86
RTSI;1424.1
RTSI;1421.93
RTSI;1420.06
RTSI;1422.06
RTSI;1422.88
RTSI;1420.93
RTSI;1420.07
RTSI;1415.57
RTSI;1412.42
RTSI;1414.14
RTSI;1413.73
RTSI;1410.08
RTSI;1410.1
RTSI;1411.04
RTSI;1409.73
RTSI;1409.66
RTSI;1404.97
RTSI;1402.02
RTSI;1400.99
RTSI;1400.33
RTSI;1409.51
RTSI;1409.71
RTSI;1407.26
RTSI;1408.06
RTSI;1403.55
RTSI;1402.96
RTSI;1403.55
RTSI;1403.42
RTSI;1400.96
RTSI;1397.64
RTSI;1401.14
RTSI;1397.37
RTSI;1397.29
RTSI;1393.44
RTSI;1399.44
RTSI;1396.95
RTSI;1391.31
RTSI;1395.52
RTSI;1397
RTSI;1394.05
RTSI;1393.01
RTSI;1394.53
RTSI;1392.13
RTSI;1388.85
RTSI;1386.51
RTSI;1381.74
RTSI;1385.32
RTSI;1385.33
RTSI;1386.2
RTSI;1386.2
RTSI;1322.67
RTSI;1330.75
RTSI;1318.29
RTSI;1318.41
RTSI;1316.62
RTSI;1316.36
RTSI;1311.47
RTSI;1310.72
RTSI;1306.78
RTSI;1316.37
RTSI;1315.23
RTSI;1310.48
RTSI;1321.98
RTSI;1319.47
RTSI;1319.78
RTSI;1323.89
RTSI;1327.72
RTSI;1321.95
RTSI;1315.42
RTSI;1316.68
RTSI;1320.13
RTSI;1311.87
RTSI;1309.83
RTSI;1310.64
RTSI;1308.68
RTSI;1306.22
RTSI;1302.68
RTSI;1301.5
RTSI;1295.97
RTSI;1287.13
RTSI;1285.04
RTSI;1286.26
RTSI;1287.77
RTSI;1294.66
RTSI;1290.64
RTSI;1293.53
RTSI;1290.66
RTSI;1288.33
RTSI;1289.28
RTSI;1293.65
RTSI;1300.06
RTSI;1305.04
RTSI;1299.54
RTSI;1302.49
RTSI;1309.96
RTSI;1309
RTSI;1310.92
RTSI;1310.15
RTSI;1310.85
RTSI;1313.75
RTSI;1315.79
RTSI;1315.43
RTSI;1312.17
RTSI;1311.21
RTSI;1319.04
RTSI;1324.65
RTSI;1323.39
RTSI;1319.55
RTSI;1318.6
RTSI;1314.35
RTSI;1312.47
RTSI;1310.41
RTSI;1315.3
RTSI;1321.8
RTSI;1323.96
RTSI;1322.58
RTSI;1319.5
RTSI;1325.07
RTSI;1325.42
RTSI;1327.07
RTSI;1324.11
RTSI;1325.12
RTSI;1324.13
RTSI;1323.2
RTSI;1327.68
RTSI;1323.72
RTSI;1323.77
RTSI;1321.92
RTSI;1320.83
RTSI;1324.4
RTSI;1321.33
RTSI;1313.2
RTSI;1311.31
RTSI;1312.89
RTSI;1308.58
RTSI;1302.85
RTSI;1303.71
RTSI;1295.87
RTSI;1299.41
RTSI;1298.62
RTSI;1308.12
RTSI;1307.69
RTSI;1306.35
RTSI;1304.78
RTSI;1299.44
RTSI;1299.11
RTSI;1292.07
RTSI;1292.72
RTSI;1292.99
RTSI;1298.61
RTSI;1296.57
RTSI;1292.24
RTSI;1294.53
RTSI;1294.79
RTSI;1294.78
RTSI;1299.69
RTSI;1299.69
RTSI;1344.12
RTSI;1344.34
RTSI;1346.97
RTSI;1344.35
RTSI;1340.49
RTSI;1339.13
RTSI;1342.74
RTSI;1345.63
RTSI;1352.28
RTSI;1357.02
RTSI;1356.09
RTSI;1358.86
RTSI;1360.76
RTSI;1364.84
RTSI;1365.37
RTSI;1364.2
RTSI;1363.52
RTSI;1360.9
RTSI;1364.52
RTSI;1366.4
RTSI;1365.47
RTSI;1364.03
RTSI;1361.46
RTSI;1356.95
RTSI;1358.5
RTSI;1356.78
RTSI;1353.11
RTSI;1353.87
RTSI;1356.14
RTSI;1352.53
RTSI;1350.82
RTSI;1350.14
RTSI;1345.57
RTSI;1347.69
RTSI;1344.16
RTSI;1348
RTSI;1341.81
RTSI;1340.69
RTSI;1336.67
RTSI;1339.01
RTSI;1337.02
RTSI;1338.95
RTSI;1343.03
RTSI;1341.87
RTSI;1340.79
RTSI;1338.12
RTSI;1337.98
RTSI;1332.59
RTSI;1332.65
RTSI;1326.55
RTSI;1321.5
RTSI;1326.44
RTSI;1325.08
RTSI;1322.66
RTSI;1319.36
RTSI;1321.66
RTSI;1317.02
RTSI;1318.63
RTSI;1315.16
RTSI;1304.98
RTSI;1290.99
RTSI;1297.14
RTSI;1293.93
RTSI;1289.73
RTSI;1286.38
RTSI;1297.97
RTSI;1285.54
RTSI;1287.11
RTSI;1285.56
RTSI;1290.64
RTSI;1295.17
RTSI;1304.32
RTSI;1300.34
RTSI;1299.58
RTSI;1299.73
RTSI;1300.34
RTSI;1294.3
RTSI;1291.22
RTSI;1292.15
RTSI;1287.93
RTSI;1284.46
RTSI;1289.21
RTSI;1294.35
RTSI;1302.69
RTSI;1307.41
RTSI;1304.55
RTSI;1306.21
RTSI;1305
RTSI;1313.7
RTSI;1316.28
RTSI;1307.93
RTSI;1302.7
RTSI;1303.14
RTSI;1303.31
RTSI;1305.41
RTSI;1302.15
RTSI;1299.02
RTSI;1296.42
RTSI;1304.22
RTSI;1301.15
RTSI;1299.42
RTSI;1304.51
RTSI;1306.7
RTSI;1308.59
RTSI;1308.6
RTSI;1303.47
RTSI;1303.47
RTSI;1340.36
RTSI;1333.38
RTSI;1335.47
RTSI;1332.31
RTSI;1327.95
RTSI;1331.27
RTSI;1331.58
RTSI;1333.16
RTSI;1336.85
RTSI;1334.52
RTSI;1335.28
RTSI;1339.12
RTSI;1339.16
RTSI;1338.85
RTSI;1344.97
RTSI;1346.87
RTSI;1345.97
RTSI;1343.87
RTSI;1344.1
RTSI;1346.42
RTSI;1341.33
RTSI;1340.58
RTSI;1335.92
RTSI;1340.61
RTSI;1330.34
RTSI;1333.13
RTSI;1336.45
RTSI;1336.38
RTSI;1334.96
RTSI;1339.47
RTSI;1339.16
RTSI;1338.22
RTSI;1337.81
RTSI;1340.69
RTSI;1338.87
RTSI;1341.2
RTSI;1339.56
RTSI;1338.17
RTSI;1336.53
RTSI;1338.9
RTSI;1338.72
RTSI;1339.01
RTSI;1338.15
RTSI;1338.62
RTSI;1338.32
RTSI;1339.46
RTSI;1341.35
RTSI;1340.55
RTSI;1339.83
RTSI;1337.64
RTSI;1337.61
RTSI;1337.16
RTSI;1337.55
RTSI;1333.02
RTSI;1335.86
RTSI;1335.71
RTSI;1335.19
RTSI;1335.86
RTSI;1336.36
RTSI;1339.17
RTSI;1344.03
RTSI;1344.8
RTSI;1344.78
RTSI;1347.68
RTSI;1347.71
RTSI;1349.35
RTSI;1347.72
RTSI;1341.28
RTSI;1339.46
RTSI;1337.34
RTSI;1338.15
RTSI;1339.47
RTSI;1336.49
RTSI;1332.87
RTSI;1336.01
RTSI;1340.41
RTSI;1342.49
RTSI;1342.26
RTSI;1342.79
RTSI;1342.02
RTSI;1339.81
RTSI;1338.98
RTSI;1340.14
RTSI;1339.79
RTSI;1339.95
RTSI;1340.32
RTSI;1337.05
RTSI;1339.78
RTSI;1341.28
RTSI;1342.46
RTSI;1332.2
RTSI;1330.36
RTSI;1332.99
RTSI;1331.62
RTSI;1324.25
RTSI;1323.44
RTSI;1353.89
RTSI;1349.62
RTSI;1342.45
RTSI;1345.46
RTSI;1350.93
RTSI;1351.68
RTSI;1352.9
RTSI;1355.81
RTSI;1355.81
RTSI;1358.03
RTSI;1358.03
RTSI;1330.95
RTSI;1332.82
RTSI;1333.01
RTSI;1330.84
RTSI;1330.9
RTSI;1333.26
RTSI;1331.13
RTSI;1331.83
RTSI;1331.37
RTSI;1333.12
RTSI;1334.93
RTSI;1333.78
RTSI;1332.45
RTSI;1336.19
RTSI;1336.36
RTSI;1335.63
RTSI;1333.68
RTSI;1335.26
RTSI;1338.58
RTSI;1341.31
RTSI;1342.95
RTSI;1342.28
RTSI;1345.49
RTSI;1345
RTSI;1347.65
RTSI;1342.46
RTSI;1344.16
RTSI;1346.82
RTSI;1346.47
RTSI;1346.8
RTSI;1348.44
RTSI;1350.64
RTSI;1352.29
RTSI;1350.44
RTSI;1347.42
RTSI;1350.42
RTSI;1350.71
RTSI;1351.7
RTSI;1352.76
RTSI;1352.32
RTSI;1353.34
RTSI;1354.42
RTSI;1355.8
RTSI;1356.22
RTSI;1356.32
RTSI;1355.98
RTSI;1354.5
RTSI;1351.95
RTSI;1354.05
RTSI;1350.59
RTSI;1350.84
RTSI;1349.94
RTSI;1353.47
RTSI;1354.48
RTSI;1354.57
RTSI;1356.04
RTSI;1357.49
RTSI;1357.39
RTSI;1358.89
RTSI;1358.69
RTSI;1356.96
RTSI;1359.81
RTSI;1360.46
RTSI;1360.63
RTSI;1360.48
RTSI;1361.19
RTSI;1361.14
RTSI;1362.01
RTSI;1360.51
RTSI;1362.49
RTSI;1363.03
RTSI;1360.49
RTSI;1356.8
RTSI;1354.32
RTSI;1353.56
RTSI;1355.82
RTSI;1356.49
RTSI;1355.81
RTSI;1357.02
RTSI;1356.81
RTSI;1357.69
RTSI;1358.02
RTSI;1355.82
RTSI;1355.95
RTSI;1353.47
RTSI;1354.54
RTSI;1355.15
RTSI;1354.6
RTSI;1353.69
RTSI;1352.93
RTSI;1352.06
RTSI;1347.34
RTSI;1346.45
RTSI;1345.83
RTSI;1343.04
RTSI;1342.2
RTSI;1345.23
RTSI;1347.45
RTSI;1349.25
RTSI;1349.82
RTSI;1350.82
RTSI;1350.38
RTSI;1347.22
RTSI;1347.34
RTSI;1347.34
RTSI;1348.19
RTSI;1348.19
RTSI;1359.5
RTSI;1356.6
RTSI;1356.23
RTSI;1354.12
RTSI;1355.73
RTSI;1351.59
RTSI;1353.46
RTSI;1354.34
RTSI;1352.7
RTSI;1353.23
RTSI;1353.28
RTSI;1354.19
RTSI;1353.9
RTSI;1353.56
RTSI;1351.12
RTSI;1350.18
RTSI;1346.27
RTSI;1345.26
RTSI;1347.21
RTSI;1342.41
RTSI;1343.52
RTSI;1343.82
RTSI;1346.24
RTSI;1343.73
RTSI;1343.7
RTSI;1337.64
RTSI;1339.17
RTSI;1339
RTSI;1337.23
RTSI;1337.32
RTSI;1336.87
RTSI;1335.78
RTSI;1335.5
RTSI;1336.94
RTSI;1337.73
RTSI;1336.57
RTSI;1333.73
RTSI;1329.41
RTSI;1327.67
RTSI;1330.11
RTSI;1328.9
RTSI;1330.53
RTSI;1331.29
RTSI;1335.28
RTSI;1334.93
RTSI;1338.59
RTSI;1336.3
RTSI;1334.69
RTSI;1335.28
RTSI;1342.56
RTSI;1342.04
RTSI;1341.94
RTSI;1340
RTSI;1336.15
RTSI;1333.73
RTSI;1332.44
RTSI;1332.39
RTSI;1333.7
RTSI;1331.71
RTSI;1331.88
RTSI;1332.48
RTSI;1334.54
RTSI;1336.55
RTSI;1335.64
RTSI;1336.26
RTSI;1337.64
RTSI;1335.64
RTSI;1335.2
RTSI;1336.84
RTSI;1333.88
RTSI;1336.4
RTSI;1336.19
RTSI;1334.98
RTSI;1334.83
RTSI;1335.22
RTSI;1332.1
RTSI;1328.2
RTSI;1325.96
RTSI;1324.74
RTSI;1324.79
RTSI;1327.16
RTSI;1325.46
RTSI;1324.93
RTSI;1324.2
RTSI;1322.72
RTSI;1323.7
RTSI;1322.99
RTSI;1321.65
RTSI;1321.59
RTSI;1324.5
RTSI;1324.52
RTSI;1328.2
RTSI;1327.34
RTSI;1323.63
RTSI;1324.25
RTSI;1321.56
RTSI;1321.11
RTSI;1321.07
RTSI;1326.46
RTSI;1325.53
RTSI;1325.41
RTSI;1324.68
RTSI;1324.96
RTSI;1323.16
RTSI;1323.14
RTSI;1323.82
