<TICKER>;<CLOSE>
RTSI;1541.56
RTSI;1540.45
RTSI;1539.5
RTSI;1538.16
RTSI;1537.71
RTSI;1538.58
RTSI;1539.98
RTSI;1539.97
RTSI;1540.1
RTSI;1540.11
RTSI;1539.42
RTSI;1539.42
RTSI;1542.79
RTSI;1545.79
RTSI;1547.22
RTSI;1547.11
RTSI;1542.66
RTSI;1536.75
RTSI;1536.44
RTSI;1530.21
RTSI;1530.88
RTSI;1531.88
RTSI;1532.23
RTSI;1532.1
RTSI;1534.35
RTSI;1532.36
RTSI;1534.54
RTSI;1531.96
RTSI;1533.4
RTSI;1532.65
RTSI;1531.13
RTSI;1532.42
RTSI;1534.21
RTSI;1532.32
RTSI;1528.59
RTSI;1525.37
RTSI;1526.19
RTSI;1520.92
RTSI;1520.66
RTSI;1522.28
RTSI;1522.18
RTSI;1518.31
RTSI;1518.62
RTSI;1520.07
RTSI;1521.27
RTSI;1517.74
RTSI;1518.71
RTSI;1519.15
RTSI;1519.85
RTSI;1519.49
RTSI;1516.9
RTSI;1512.08
RTSI;1514.7
RTSI;1513.45
RTSI;1513.61
RTSI;1513.1
RTSI;1513.25
RTSI;1511.33
RTSI;1512.02
RTSI;1511.74
RTSI;1514.55
RTSI;1511.37
RTSI;1512.67
RTSI;1515.22
RTSI;1516.3
RTSI;1515.14
RTSI;1513.12
RTSI;1512.81
RTSI;1512.22
RTSI;1511.19
RTSI;1512.66
RTSI;1512.01
RTSI;1513.23
RTSI;1513.57
RTSI;1512.49
RTSI;1512.01
RTSI;1512.23
RTSI;1512.55
RTSI;1514.42
RTSI;1514.25
RTSI;1513.7
RTSI;1513.71
RTSI;1515.54
RTSI;1515.24
RTSI;1516.22
RTSI;1514.51
RTSI;1515.79
RTSI;1517.52
RTSI;1518.42
RTSI;1521.55
RTSI;1519.62
RTSI;1520.97
RTSI;1517.14
RTSI;1517.03
RTSI;1518.83
RTSI;1518.03
RTSI;1519.26
RTSI;1517.84
RTSI;1517.57
RTSI;1515.77
RTSI;1515.37
RTSI;1514.16
RTSI;1507.98
RTSI;1510.59
RTSI;1507.46
RTSI;1509.04
RTSI;1510.87
RTSI;1510.22
RTSI;1509.25
RTSI;1511.56
RTSI;1513.38
RTSI;1512.84
RTSI;1515.83
RTSI;1516.61
RTSI;1516.05
RTSI;1516.11
RTSI;1516.11
RTSI;1518.23
RTSI;1518.23
RTSI;1521.58
RTSI;1520.54
RTSI;1517.98
RTSI;1513.88
RTSI;1521.05
RTSI;1525.45
RTSI;1527.11
RTSI;1527.66
RTSI;1527.91
RTSI;1527.17
RTSI;1526.9
RTSI;1527.87
RTSI;1524.49
RTSI;1527.19
RTSI;1529.54
RTSI;1525.96
RTSI;1524.23
RTSI;1522.42
RTSI;1522.82
RTSI;1519.85
RTSI;1518.47
RTSI;1517.18
RTSI;1515.67
RTSI;1516.36
RTSI;1515.69
RTSI;1517.16
RTSI;1511.54
RTSI;1510.03
RTSI;1506.97
RTSI;1509.65
RTSI;1510.58
RTSI;1508.89
RTSI;1507.32
RTSI;1508.68
RTSI;1508.95
RTSI;1507.84
RTSI;1508.73
RTSI;1508.74
RTSI;1509.28
RTSI;1508.54
RTSI;1507.35
RTSI;1507.8
RTSI;1506.95
RTSI;1507.48
RTSI;1512.01
RTSI;1510.64
RTSI;1510.88
RTSI;1510.7
RTSI;1510.18
RTSI;1514.24
RTSI;1511.19
RTSI;1511.06
RTSI;1511.64
RTSI;1512.2
RTSI;1512.64
RTSI;1511.63
RTSI;1511.47
RTSI;1509.36
RTSI;1508.86
RTSI;1508.82
RTSI;1508.49
RTSI;1510.16
RTSI;1510.58
RTSI;1509.36
RTSI;1510.23
RTSI;1510.26
RTSI;1508.99
RTSI;1509.1
RTSI;1509.49
RTSI;1509.06
RTSI;1508.78
RTSI;1506.53
RTSI;1504.59
RTSI;1505.5
RTSI;1505.45
RTSI;1503.35
RTSI;1503.29
RTSI;1504.54
RTSI;1505.88
RTSI;1504.22
RTSI;1502.26
RTSI;1500.91
RTSI;1497.98
RTSI;1497.05
RTSI;1497.64
RTSI;1496.4
RTSI;1496.28
RTSI;1496.5
RTSI;1497.66
RTSI;1497.29
RTSI;1501.54
RTSI;1501.52
RTSI;1501.69
RTSI;1500.13
RTSI;1501.65
RTSI;1502.47
RTSI;1501.92
RTSI;1503.04
RTSI;1502.28
RTSI;1504.5
RTSI;1503.81
RTSI;1504.92
RTSI;1504.97
RTSI;1506.04
RTSI;1506.04
RTSI;1503.95
RTSI;1503.95
RTSI;1519.93
RTSI;1518.89
RTSI;1516.58
RTSI;1518.95
RTSI;1516.62
RTSI;1514.35
RTSI;1512.46
RTSI;1511.35
RTSI;1513.58
RTSI;1515.9
RTSI;1516.74
RTSI;1517.09
RTSI;1515.58
RTSI;1514.54
RTSI;1514.51
RTSI;1516.67
RTSI;1514.85
RTSI;1514.72
RTSI;1515.29
RTSI;1515.04
RTSI;1515.09
RTSI;1514.32
RTSI;1514.61
RTSI;1516.39
RTSI;1515.98
RTSI;1516.36
RTSI;1515.87
RTSI;1516.19
RTSI;1518.58
RTSI;1519.77
RTSI;1520.07
RTSI;1521.29
RTSI;1520.91
RTSI;1520.84
RTSI;1520.48
RTSI;1519.98
RTSI;1518.1
RTSI;1517.17
RTSI;1516.81
RTSI;1516.52
RTSI;1516.99
RTSI;1517.32
RTSI;1517.42
RTSI;1517.48
RTSI;1518.48
RTSI;1519.09
RTSI;1519.35
RTSI;1520.05
RTSI;1519.73
RTSI;1519.89
RTSI;1522.05
RTSI;1522.36
RTSI;1523.88
RTSI;1523.24
RTSI;1522.21
RTSI;1521.91
RTSI;1521.35
RTSI;1523.62
RTSI;1523.99
RTSI;1523.43
RTSI;1523.83
RTSI;1523.55
RTSI;1524.05
RTSI;1524.75
RTSI;1525.72
RTSI;1528.04
RTSI;1527.63
RTSI;1527.85
RTSI;1529.17
RTSI;1530.23
RTSI;1530.38
RTSI;1530.28
RTSI;1531.57
RTSI;1534.23
RTSI;1532.53
RTSI;1532.25
RTSI;1531.77
RTSI;1532.04
RTSI;1528.48
RTSI;1528.59
RTSI;1528.87
RTSI;1528.84
RTSI;1529.69
RTSI;1530.35
RTSI;1533.7
RTSI;1537.72
RTSI;1539.74
RTSI;1541.62
RTSI;1541.89
RTSI;1543.28
RTSI;1539.86
RTSI;1538.95
RTSI;1539.34
RTSI;1540.06
RTSI;1538.96
RTSI;1539.27
RTSI;1545.11
RTSI;1545.88
RTSI;1547.87
RTSI;1545.21
RTSI;1541.84
RTSI;1541.67
RTSI;1540.8
RTSI;1540.99
RTSI;1540.99
RTSI;1539.56
RTSI;1539.56
RTSI;1549.76
RTSI;1547.92
RTSI;1554.3
RTSI;1555.75
RTSI;1552.91
RTSI;1552.84
RTSI;1552.34
RTSI;1553.55
RTSI;1553.86
RTSI;1553.09
RTSI;1552.61
RTSI;1554.21
RTSI;1550.81
RTSI;1548.54
RTSI;1548.7
RTSI;1546.2
RTSI;1547.68
RTSI;1548.29
RTSI;1553.52
RTSI;1553.38
RTSI;1553.56
RTSI;1553.71
RTSI;1554.24
RTSI;1553.59
RTSI;1551.03
RTSI;1550.79
RTSI;1551.64
RTSI;1551.09
RTSI;1549.86
RTSI;1550
RTSI;1549.44
RTSI;1549.99
RTSI;1551.72
RTSI;1551.21
RTSI;1550.64
RTSI;1549.99
RTSI;1549.95
RTSI;1550.57
RTSI;1550.99
RTSI;1552.32
RTSI;1551.87
RTSI;1550.9
RTSI;1550.76
RTSI;1550.9
RTSI;1550.76
RTSI;1550.85
RTSI;1550.99
RTSI;1551.65
RTSI;1552.07
RTSI;1552.01
RTSI;1550.97
RTSI;1551.07
RTSI;1551.7
RTSI;1553.51
RTSI;1553.66
RTSI;1552.71
RTSI;1553.39
RTSI;1551.66
RTSI;1552.86
RTSI;1552.77
RTSI;1553.81
RTSI;1552.26
RTSI;1552.71
RTSI;1552.67
RTSI;1552.72
RTSI;1553.42
RTSI;1553.57
RTSI;1554.47
RTSI;1554.86
RTSI;1552.3
RTSI;1552.55
RTSI;1553.26
RTSI;1552.99
RTSI;1553.74
RTSI;1556.73
RTSI;1555.47
RTSI;1554.32
RTSI;1553.58
RTSI;1554.7
RTSI;1555.26
RTSI;1555.41
RTSI;1554.36
RTSI;1555.59
RTSI;1554.85
RTSI;1554.4
RTSI;1552.52
RTSI;1554.13
RTSI;1555.74
RTSI;1555.87
RTSI;1555.43
RTSI;1556.92
RTSI;1554.78
RTSI;1553.8
RTSI;1553.31
RTSI;1554.1
RTSI;1555.33
RTSI;1553.54
RTSI;1554.54
RTSI;1553.77
RTSI;1553.7
RTSI;1554.8
RTSI;1554.71
RTSI;1555.84
RTSI;1555.88
RTSI;1555.88
RTSI;1557.44
RTSI;1557.44
RTSI;1542.48
RTSI;1545.69
RTSI;1545.88
RTSI;1546.86
RTSI;1545.02
RTSI;1545.02
RTSI;1546.16
RTSI;1545.68
RTSI;1544.93
RTSI;1545.25
RTSI;1541.17
RTSI;1540.07
RTSI;1540.85
RTSI;1543.26
RTSI;1540.82
RTSI;1542.06
RTSI;1543.81
RTSI;1543.81
RTSI;1544.54
RTSI;1544.6
RTSI;1544.77
RTSI;1544.87
RTSI;1544.57
RTSI;1544.06
RTSI;1542.65
RTSI;1541.23
RTSI;1541.63
RTSI;1538.06
RTSI;1537.32
RTSI;1535.95
RTSI;1536.7
RTSI;1536.64
RTSI;1536.56
RTSI;1536.36
RTSI;1535.21
RTSI;1535.76
RTSI;1535.44
RTSI;1532.81
RTSI;1532.24
RTSI;1533.2
RTSI;1532.79
RTSI;1535.01
RTSI;1534.88
RTSI;1535.59
RTSI;1535.56
RTSI;1536.71
RTSI;1537.92
RTSI;1536.88
RTSI;1537.05
RTSI;1536.4
RTSI;1535.6
RTSI;1536.3
RTSI;1536.97
RTSI;1536.91
RTSI;1535.78
RTSI;1537.61
RTSI;1538.09
RTSI;1538.53
RTSI;1540.27
RTSI;1537.78
RTSI;1538.98
RTSI;1539.31
RTSI;1539.37
RTSI;1540.59
RTSI;1541.32
RTSI;1540.64
RTSI;1540.95
RTSI;1541.99
RTSI;1541.82
RTSI;1539.93
RTSI;1540.02
RTSI;1541.02
RTSI;1541.74
RTSI;1540.85
RTSI;1541.47
RTSI;1540.88
RTSI;1542.08
RTSI;1541.88
RTSI;1541.28
RTSI;1541.71
RTSI;1543.41
RTSI;1543.34
RTSI;1546.27
RTSI;1545.22
RTSI;1546.58
RTSI;1546.15
RTSI;1544.95
RTSI;1545.34
RTSI;1544.89
RTSI;1545.56
RTSI;1545.32
RTSI;1544.98
RTSI;1544.78
RTSI;1546.56
RTSI;1547.44
RTSI;1545.56
RTSI;1541.37
RTSI;1543.07
RTSI;1544.62
RTSI;1544.6
RTSI;1544.25
RTSI;1543.67
RTSI;1542.99
RTSI;1542.05
RTSI;1542.06
RTSI;1543.5
RTSI;1543.5
RTSI;1545.61
RTSI;1547.43
RTSI;1548.53
RTSI;1549.27
RTSI;1549.54
RTSI;1547.81
RTSI;1548.01
RTSI;1548.31
RTSI;1547.79
RTSI;1547.17
RTSI;1547.59
RTSI;1546.85
RTSI;1543.75
RTSI;1542.49
RTSI;1541.71
RTSI;1543.7
RTSI;1543.74
RTSI;1541.37
RTSI;1541.64
RTSI;1538.64
RTSI;1535.54
RTSI;1535.5
RTSI;1535.66
RTSI;1536.26
RTSI;1534.68
RTSI;1531.25
RTSI;1531.74
RTSI;1532.23
RTSI;1531.33
RTSI;1532.34
RTSI;1531.38
RTSI;1529.93
RTSI;1530.87
RTSI;1531.19
RTSI;1532.17
RTSI;1532.04
RTSI;1532.32
RTSI;1531.29
RTSI;1534.94
RTSI;1536.47
RTSI;1536.21
RTSI;1535.74
RTSI;1538.35
RTSI;1539.86
RTSI;1540.38
RTSI;1542.64
RTSI;1542
RTSI;1541.56
RTSI;1539.3
RTSI;1539.84
RTSI;1539.31
RTSI;1539.62
RTSI;1541.57
RTSI;1540.54
RTSI;1541
RTSI;1539.76
RTSI;1539.12
RTSI;1536.32
RTSI;1536.43
RTSI;1536.72
RTSI;1537.83
RTSI;1535.79
RTSI;1535.23
RTSI;1534.72
RTSI;1534.09
RTSI;1534.94
RTSI;1535.16
RTSI;1536.05
RTSI;1536.6
RTSI;1539.27
RTSI;1539.51
RTSI;1538.9
RTSI;1539.8
RTSI;1540.81
RTSI;1538.93
RTSI;1539.11
RTSI;1539.65
RTSI;1539.12
RTSI;1538.18
RTSI;1536.81
RTSI;1537.98
RTSI;1535.23
RTSI;1536.41
RTSI;1536.11
RTSI;1537.73
RTSI;1539.31
RTSI;1538.74
RTSI;1538.01
RTSI;1538.28
RTSI;1538.16
RTSI;1537.28
RTSI;1536.42
RTSI;1535.47
RTSI;1536.44
RTSI;1534.18
RTSI;1532.39
RTSI;1534.51
RTSI;1533.69
RTSI;1533.15
RTSI;1533.8
RTSI;1534.95
RTSI;1534.63
RTSI;1534.49
RTSI;1536.04
RTSI;1536.04
RTSI;1534.89
RTSI;1534.89
RTSI;1542.42
RTSI;1543.6
RTSI;1543.8
RTSI;1545.6
RTSI;1546.38
RTSI;1546.51
RTSI;1545.33
RTSI;1546.7
RTSI;1545.25
RTSI;1546.55
RTSI;1544.45
RTSI;1544.71
RTSI;1542.54
RTSI;1541.48
RTSI;1541.65
RTSI;1541.54
RTSI;1542.04
RTSI;1541.71
RTSI;1543.04
RTSI;1542.45
RTSI;1540.39
RTSI;1540.65
RTSI;1540.48
RTSI;1539.61
RTSI;1539.72
RTSI;1541.07
RTSI;1541.7
RTSI;1541.19
RTSI;1539.25
RTSI;1540.15
RTSI;1540.98
RTSI;1541.1
RTSI;1541.61
RTSI;1543.32
RTSI;1542.84
RTSI;1543.22
RTSI;1544.28
RTSI;1543.17
RTSI;1541.04
RTSI;1541.13
RTSI;1541.61
RTSI;1540.61
RTSI;1540.86
RTSI;1540.81
RTSI;1541.04
RTSI;1540.99
RTSI;1541.14
RTSI;1540.83
RTSI;1540.91
RTSI;1540.01
RTSI;1541.2
RTSI;1541.53
RTSI;1540.73
RTSI;1540.45
RTSI;1540.39
RTSI;1541.36
RTSI;1541.61
RTSI;1541.29
RTSI;1541.79
RTSI;1541.2
RTSI;1541.49
RTSI;1541.4
RTSI;1540.22
RTSI;1539.49
RTSI;1540.3
RTSI;1540.26
RTSI;1538.22
RTSI;1538.47
RTSI;1538.95
RTSI;1538.88
RTSI;1539.22
RTSI;1539.27
RTSI;1539.15
RTSI;1538.96
RTSI;1540.01
RTSI;1539.54
RTSI;1538.88
RTSI;1538.75
RTSI;1538.79
RTSI;1540.19
RTSI;1540.24
RTSI;1540.69
RTSI;1539.69
RTSI;1539.39
RTSI;1539.3
RTSI;1538.58
RTSI;1538.83
RTSI;1539.45
RTSI;1539.99
RTSI;1540.83
RTSI;1542.09
RTSI;1541.5
RTSI;1541.55
RTSI;1541.99
RTSI;1541.86
RTSI;1542.89
RTSI;1542.78
RTSI;1541.7
RTSI;1542.14
RTSI;1541.62
RTSI;1541.84
RTSI;1541.72
RTSI;1542.28
RTSI;1542.7
RTSI;1542.7
RTSI;1543.25
RTSI;1543.25
RTSI;1529.44
RTSI;1530.73
RTSI;1528.44
RTSI;1530.02
RTSI;1530.08
RTSI;1529.89
RTSI;1528.92
RTSI;1528.09
RTSI;1529.33
RTSI;1529.42
RTSI;1525.87
RTSI;1525.52
RTSI;1526.1
RTSI;1527.82
RTSI;1527.46
RTSI;1527.49
RTSI;1527.5
RTSI;1525.65
RTSI;1527.97
RTSI;1528.03
RTSI;1527.61
RTSI;1527.16
RTSI;1527.39
RTSI;1528
RTSI;1526.44
RTSI;1526.95
RTSI;1526.41
RTSI;1526.48
RTSI;1526.12
RTSI;1527.15
RTSI;1526.26
RTSI;1524.6
RTSI;1525.82
RTSI;1525.35
RTSI;1525.08
RTSI;1525.49
RTSI;1525.83
RTSI;1526.43
RTSI;1527.16
RTSI;1528.53
RTSI;1528.26
RTSI;1526.85
RTSI;1528.41
RTSI;1528.12
RTSI;1527.83
RTSI;1527.11
RTSI;1527.03
RTSI;1527.22
RTSI;1527.42
RTSI;1527.22
RTSI;1527.7
RTSI;1528.41
RTSI;1528.44
RTSI;1529.96
RTSI;1528.36
RTSI;1527.54
RTSI;1526.93
RTSI;1526.27
RTSI;1525.4
RTSI;1523.44
RTSI;1522.69
RTSI;1522.48
RTSI;1522.01
RTSI;1520.16
RTSI;1518.71
RTSI;1520.08
RTSI;1519.77
RTSI;1519.65
RTSI;1520.98
RTSI;1520.58
RTSI;1519.25
RTSI;1519.95
RTSI;1517.97
RTSI;1519.13
RTSI;1519.07
RTSI;1518.77
RTSI;1520.52
RTSI;1520.46
RTSI;1521.36
RTSI;1520.95
RTSI;1520.86
RTSI;1521.24
RTSI;1521.46
RTSI;1519.44
RTSI;1521.3
RTSI;1521.2
RTSI;1520.92
RTSI;1520.24
RTSI;1521.67
RTSI;1521.64
RTSI;1524.54
RTSI;1524.58
RTSI;1525.06
RTSI;1526.43
RTSI;1526.31
RTSI;1527.69
RTSI;1527.7
RTSI;1527.74
RTSI;1527.2
RTSI;1526.83
RTSI;1526.81
RTSI;1513.29
RTSI;1511.99
RTSI;1514.52
RTSI;1514.54
RTSI;1515.54
RTSI;1515.54
RTSI;1529.6
RTSI;1529.37
RTSI;1528.94
RTSI;1531.26
RTSI;1530.25
RTSI;1530.32
RTSI;1528.91
RTSI;1529.32
RTSI;1527.94
RTSI;1528.63
RTSI;1530.34
RTSI;1531.16
RTSI;1530.71
RTSI;1529
RTSI;1527.89
RTSI;1529.81
RTSI;1532.55
RTSI;1532.02
RTSI;1534.11
RTSI;1533.65
RTSI;1534.08
RTSI;1533.21
RTSI;1534.02
RTSI;1534.1
RTSI;1536.86
RTSI;1538.44
RTSI;1538.28
RTSI;1537.99
RTSI;1536.89
RTSI;1538.55
RTSI;1537.81
RTSI;1537.13
RTSI;1537.68
RTSI;1538.68
RTSI;1539.16
RTSI;1538.32
RTSI;1538.47
RTSI;1538.93
RTSI;1539.23
RTSI;1539.25
RTSI;1539.48
RTSI;1539.02
RTSI;1538.4
RTSI;1537.62
RTSI;1538.11
RTSI;1538.4
RTSI;1538.56
RTSI;1538.89
RTSI;1538.28
RTSI;1537.6
RTSI;1537.88
RTSI;1538.28
RTSI;1537.34
RTSI;1536.8
RTSI;1536.49
RTSI;1539.36
RTSI;1538.72
RTSI;1538.44
RTSI;1539.88
RTSI;1539.61
RTSI;1540.46
RTSI;1540.91
RTSI;1542.81
RTSI;1543.4
RTSI;1543.39
RTSI;1542.81
RTSI;1544.18
RTSI;1543.35
RTSI;1543.42
RTSI;1543.9
RTSI;1543.47
RTSI;1543.44
RTSI;1542.25
RTSI;1541.85
RTSI;1541.71
RTSI;1540.46
RTSI;1541.26
RTSI;1541.45
RTSI;1541.46
RTSI;1540.83
RTSI;1540.82
RTSI;1542.61
RTSI;1542.37
RTSI;1543.4
RTSI;1543.05
RTSI;1541.13
RTSI;1541.23
RTSI;1541.8
RTSI;1541.55
RTSI;1541
RTSI;1541.49
RTSI;1541.2
RTSI;1541.16
RTSI;1542.37
RTSI;1542.69
RTSI;1541.83
RTSI;1542.51
RTSI;1542.26
RTSI;1540.88
RTSI;1540.25
RTSI;1541.92
RTSI;1541.72
RTSI;1541.6
RTSI;1542.56
RTSI;1542.56
RTSI;1542.08
RTSI;1542.08
RTSI;1543.72
RTSI;1543.4
RTSI;1544.57
RTSI;1545.1
RTSI;1546.2
RTSI;1548.18
RTSI;1549.16
RTSI;1549.98
RTSI;1549.17
RTSI;1549.02
RTSI;1550.19
RTSI;1551.37
RTSI;1551.37
RTSI;1550.52
RTSI;1550.68
RTSI;1548.36
RTSI;1545.33
RTSI;1544.7
RTSI;1545.39
RTSI;1545.39
RTSI;1546.18
RTSI;1546.93
RTSI;1546.3
RTSI;1545.95
RTSI;1545.12
RTSI;1544.57
RTSI;1545.14
RTSI;1545.19
RTSI;1544.87
RTSI;1544.64
RTSI;1545.65
RTSI;1546.28
RTSI;1545.77
RTSI;1546.21
RTSI;1546.61
RTSI;1547.61
RTSI;1548.42
RTSI;1548.08
RTSI;1547.9
RTSI;1548.34
RTSI;1548.45
RTSI;1548.21
RTSI;1548.42
RTSI;1547.57
RTSI;1547.28
RTSI;1547.06
RTSI;1547.11
RTSI;1547.74
RTSI;1547.89
RTSI;1547.73
RTSI;1548.32
RTSI;1549.13
RTSI;1548.76
RTSI;1548.89
RTSI;1548.54
RTSI;1547.75
RTSI;1547.86
RTSI;1547.85
RTSI;1546.63
RTSI;1547.67
RTSI;1548.42
RTSI;1549.5
RTSI;1548.92
RTSI;1549.45
RTSI;1548.93
RTSI;1548.9
RTSI;1548.64
RTSI;1549.44
RTSI;1548.5
RTSI;1548.63
RTSI;1548.68
RTSI;1549.98
RTSI;1548.7
RTSI;1548.74
RTSI;1549.07
RTSI;1548.45
RTSI;1548.28
RTSI;1547.32
RTSI;1545.83
RTSI;1544.09
RTSI;1542.54
RTSI;1543.95
RTSI;1543.94
RTSI;1544.82
RTSI;1544.72
RTSI;1545.49
RTSI;1545.96
RTSI;1545.89
RTSI;1545.87
RTSI;1544.86
RTSI;1540.79
RTSI;1538.51
RTSI;1539.4
RTSI;1538.71
RTSI;1542.63
RTSI;1542.89
RTSI;1541.3
RTSI;1540.37
RTSI;1541.26
RTSI;1540.65
RTSI;1539.92
RTSI;1538.76
RTSI;1538.46
RTSI;1538.42
RTSI;1538.4
RTSI;1535.81
RTSI;1535.81
RTSI;1524.76
RTSI;1525.67
RTSI;1522.48
RTSI;1524.63
RTSI;1524.79
RTSI;1523.6
RTSI;1522.56
RTSI;1520.59
RTSI;1518.77
RTSI;1519
RTSI;1519.47
RTSI;1520.03
RTSI;1519.38
RTSI;1515.96
RTSI;1517.68
RTSI;1518.94
RTSI;1518.14
RTSI;1520.1
RTSI;1523.61
RTSI;1524.1
RTSI;1523.9
RTSI;1522.62
RTSI;1523.35
RTSI;1527.38
RTSI;1525.88
RTSI;1526.15
RTSI;1524.74
RTSI;1525.56
RTSI;1524.74
RTSI;1524.35
RTSI;1523.12
RTSI;1523.27
RTSI;1523.96
RTSI;1523.69
RTSI;1522.42
RTSI;1522.96
RTSI;1525.37
RTSI;1525.27
RTSI;1526.56
RTSI;1526.05
RTSI;1525.37
RTSI;1526.01
RTSI;1526.01
RTSI;1526.74
RTSI;1526.38
RTSI;1526.82
RTSI;1526.65
RTSI;1525.69
RTSI;1524.85
RTSI;1523.21
RTSI;1523.54
RTSI;1523.99
RTSI;1523.51
RTSI;1524.17
RTSI;1524.52
RTSI;1524.6
RTSI;1525.95
RTSI;1524.79
RTSI;1524.1
RTSI;1523.86
RTSI;1523.93
RTSI;1523.17
RTSI;1523.53
RTSI;1524.08
RTSI;1525.68
RTSI;1526.25
RTSI;1527.35
RTSI;1529.05
RTSI;1529.59
RTSI;1531.3
RTSI;1530.78
RTSI;1530.05
RTSI;1529.99
RTSI;1529.76
RTSI;1529.36
RTSI;1529.68
RTSI;1529.7
RTSI;1530
RTSI;1528.04
RTSI;1530.09
RTSI;1528.4
RTSI;1527.64
RTSI;1527.59
RTSI;1525.92
RTSI;1526.7
RTSI;1526.31
RTSI;1525.08
RTSI;1524.79
RTSI;1525.81
RTSI;1525.63
RTSI;1524.4
RTSI;1522.19
RTSI;1521.96
RTSI;1518.82
RTSI;1521.13
RTSI;1521.63
RTSI;1519.87
RTSI;1521.64
RTSI;1521.22
RTSI;1525.06
RTSI;1528.38
RTSI;1526.9
RTSI;1526.4
RTSI;1527.5
RTSI;1527.49
RTSI;1524.71
RTSI;1524.71
RTSI;1490.95
RTSI;1492.34
RTSI;1492.93
RTSI;1492.49
RTSI;1492.28
RTSI;1489.89
RTSI;1491.01
RTSI;1489.94
RTSI;1491.62
RTSI;1489.53
RTSI;1489.73
RTSI;1487.59
RTSI;1484.17
RTSI;1481.31
RTSI;1483.43
RTSI;1480.83
RTSI;1481.28
RTSI;1480.08
RTSI;1486.04
RTSI;1483.29
RTSI;1481.72
RTSI;1481.98
RTSI;1479.67
RTSI;1478.66
RTSI;1479.65
RTSI;1477.61
RTSI;1475.03
RTSI;1475.12
RTSI;1475.76
RTSI;1474.32
RTSI;1474.3
RTSI;1474
RTSI;1472.92
RTSI;1474.38
RTSI;1472.58
RTSI;1471.78
RTSI;1472.19
RTSI;1471.21
RTSI;1472.5
RTSI;1470.86
RTSI;1469.58
RTSI;1469.09
RTSI;1467.88
RTSI;1466.18
RTSI;1463.47
RTSI;1463.32
RTSI;1464.19
RTSI;1464.63
RTSI;1461.92
RTSI;1461.48
RTSI;1464.24
RTSI;1463.12
RTSI;1463.21
RTSI;1464.22
RTSI;1466.25
RTSI;1470.98
RTSI;1469.43
RTSI;1469.25
RTSI;1467.79
RTSI;1464.42
RTSI;1465.06
RTSI;1464.47
RTSI;1464.89
RTSI;1464.31
RTSI;1466.23
RTSI;1466.6
RTSI;1466.67
RTSI;1468.45
RTSI;1468.17
RTSI;1470.48
RTSI;1470.69
RTSI;1469.27
RTSI;1467.76
RTSI;1467.49
RTSI;1468.93
RTSI;1467.14
RTSI;1466.87
RTSI;1467.76
RTSI;1466.83
RTSI;1467.74
RTSI;1467.36
RTSI;1465.94
RTSI;1466.65
RTSI;1466.71
RTSI;1466.04
RTSI;1465.85
RTSI;1466.17
RTSI;1467.56
RTSI;1468.87
RTSI;1469.66
RTSI;1467.97
RTSI;1468.49
RTSI;1463.75
RTSI;1461.79
RTSI;1464.59
RTSI;1464.06
RTSI;1461.4
RTSI;1459.59
RTSI;1457.48
RTSI;1455.46
RTSI;1449.6
RTSI;1447.77
RTSI;1446.85
RTSI;1448.56
RTSI;1448.54
RTSI;1446.11
RTSI;1446.11
RTSI;1435.51
RTSI;1440.72
RTSI;1441.27
RTSI;1439.49
RTSI;1434.84
RTSI;1431.51
RTSI;1430.94
RTSI;1430.23
RTSI;1427.07
RTSI;1429.95
RTSI;1432.84
RTSI;1441.31
RTSI;1438.7
RTSI;1446.54
RTSI;1444.31
RTSI;1442.92
RTSI;1445.3
RTSI;1443.22
RTSI;1445.92
RTSI;1445.46
RTSI;1439.41
RTSI;1434.98
RTSI;1435.62
RTSI;1435.97
RTSI;1426.47
RTSI;1421.69
RTSI;1424.35
RTSI;1425.2
RTSI;1424.2
RTSI;1423.89
RTSI;1421.85
RTSI;1427.09
RTSI;1426.74
RTSI;1424.21
RTSI;1425.28
RTSI;1421.56
RTSI;1423.25
RTSI;1428.49
RTSI;1426.41
RTSI;1429.41
RTSI;1428.04
RTSI;1430.12
RTSI;1429.97
RTSI;1429.75
RTSI;1429.64
RTSI;1426.43
RTSI;1426.33
RTSI;1426.57
RTSI;1426.78
RTSI;1428.44
RTSI;1428.11
RTSI;1429.09
RTSI;1432.44
RTSI;1435.28
RTSI;1436.84
RTSI;1437.77
RTSI;1437.89
RTSI;1436.77
RTSI;1436.6
RTSI;1434.95
RTSI;1435.78
RTSI;1440.04
RTSI;1441.07
RTSI;1439.32
RTSI;1438.54
RTSI;1439.09
RTSI;1439.82
RTSI;1437.35
RTSI;1437.31
RTSI;1439.23
RTSI;1439.86
RTSI;1441.19
RTSI;1441.62
RTSI;1440.81
RTSI;1439.93
RTSI;1443.67
RTSI;1446.27
RTSI;1448.33
RTSI;1448.72
RTSI;1452.25
RTSI;1449.39
RTSI;1449.36
RTSI;1449.05
RTSI;1448.47
RTSI;1450.2
RTSI;1450.13
RTSI;1448.94
RTSI;1448.05
RTSI;1446.63
RTSI;1443.84
RTSI;1448.47
RTSI;1453.43
RTSI;1457.39
RTSI;1458.6
RTSI;1459.67
RTSI;1457.66
RTSI;1455.27
RTSI;1453.79
RTSI;1454.89
RTSI;1458.81
RTSI;1460.62
RTSI;1459.2
RTSI;1462.74
RTSI;1464.34
